254,5,255,5,255,5,255,6,5,5,255,6,254,255,254,255,254,254,6,254,6,6,255,6,6,6,6,5,5,255,5,255,6,6,254,254,254,255,254,255
5,5,5,254,6,5,254,254,254,6,254,5,6,255,6,254,254,254,254,5,6,5,6,5,255,254,6,255,5,255,255,5,6,255,5,254,254,6,6,6
5,255,5,5,255,5,5,5,5,255,5,254,254,255,254,5,6,6,5,255,6,5,5,6,254,6,255,255,5,255,6,5,6,5,254,5,6,6,6,254
6,255,254,5,254,6,254,254,254,255,255,6,254,5,255,5,255,6,6,5,254,255,254,254,5,6,254,254,6,5,6,6,6,255,255,255,254,255,5,255
5,254,6,6,6,255,5,254,255,5,5,5,5,255,254,254,254,5,255,6,6,5,255,254,5,255,6,254,5,254,254,6,5,255,255,255,254,255,255,255
254,255,254,6,254,6,6,6,255,255,5,6,6,255,254,6,5,255,5,255,255,5,254,254,254,5,5,5,255,254,6,254,254,254,255,5,254,254,5,255
254,6,255,6,6,254,6,254,254,255,254,254,254,6,254,6,255,255,5,255,254,254,255,6,255,254,6,6,254,255,6,6,255,255,5,255,5,254,255,6
6,5,5,5,254,255,255,6,5,6,6,255,255,255,255,254,254,255,6,5,6,6,5,5,6,5,255,5,6,5,6,6,6,254,255,254,255,6,254,5
255,254,5,5,6,255,254,255,6,255,5,5,255,254,5,254,5,254,255,6,6,255,5,5,5,254,254,254,255,5,255,255,6,254,255,5,5,254,254,255
5,254,6,5,254,255,5,5,6,254,255,254,5,10731,6,5,254,254,10209,10210,10210,10211,255,5,6,255,5,255,5,254,255,5,5,5,5,255,254,5,254,255
254,5,6,5,5,6,6,10731,254,254,5,254,6,255,254,254,254,10209,10212,10459,10459,10213,10211,255,255,6,5,5,255,5,255,254,255,5,255,6,254,6,254,5
6,255,254,5,5,5,6,6,5,6,5,254,255,254,255,6,10209,10212,10459,10459,10459,10459,10213,10210,10211,6,255,6,5,5,255,254,6,254,254,5,5,5,255,6
6,6,255,5,5,5,255,5,254,6,255,6,10731,255,6,254,10458,10459,10459,10459,10459,10459,10459,10459,10213,10210,10210,10210,10210,10211,10209,10211,5,5,6,255,254,6,6,255
255,6,255,254,255,6,255,255,255,5,255,254,5,255,5,10209,10212,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10213,10212,10213,10211,6,255,254,255,255,6,5
5,254,255,5,10731,5,254,5,5,254,255,6,6,255,10209,10212,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10460,254,5,254,6,254,255,6
6,254,6,255,6,6,5,255,6,255,5,254,6,255,10458,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10460,6,5,255,255,254,254,6
254,6,5,255,5,5,5,6,255,6,255,10209,10210,10210,10212,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10460,5,6,254,255,5,255,5
6,254,255,5,5,10209,10210,10210,10210,10210,10210,10212,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10462,10709,254,255,6,254,5,6,254
10210,10210,10210,10210,10210,10212,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10460,5,6,255,255,5,254,255,6
10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10462,10708,10709,254,254,254,255,6,255,254,254
10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10462,10708,10708,10708,10708,10709,254,255,6,255,5,254,6,255,5,5
10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10459,10462,10708,10708,10708,10708,10708,10709,255,254,255,255,254,6,254,6,6,255,5,255,254,5,254
10708,10708,10708,10708,10708,10461,10459,10459,10459,10459,10459,10459,10459,10459,10462,10708,10708,10708,10709,5,5,255,6,5,5,5,5,5,254,254,5,5,254,255,254,6,255,5,254,6
254,6,254,254,255,10707,10708,10708,10708,10708,10708,10708,10708,10708,10709,6,6,254,6,5,6,255,5,255,254,254,6,5,254,5,6,255,254,255,255,255,5,255,255,255
255,5,5,255,6,255,255,254,255,6,255,6,5,5,255,5,255,5,255,255,254,254,254,255,5,254,255,5,254,255,254,6,6,254,254,254,254,255,5,254
5,6,255,255,5,254,6,255,255,254,254,254,6,255,254,6,255,254,254,254,255,255,255,5,6,5,254,255,254,254,5,254,5,254,6,254,5,254,5,255
5,6,5,5,255,6,5,255,255,254,255,254,255,5,254,5,6,6,5,254,255,255,254,5,5,255,6,5,255,6,254,5,6,255,5,254,255,5,255,6
254,5,6,6,6,6,5,6,6,6,5,254,254,5,254,6,6,254,255,5,6,5,254,254,255,5,5,6,6,5,255,254,6,6,255,254,6,5,6,5
5,254,5,6,6,254,6,6,255,255,255,255,6,255,5,254,254,255,6,254,254,6,254,255,5,6,255,255,254,6,254,254,5,6,254,255,5,5,255,254
255,5,254,5,6,6,5,255,5,6,6,5,6,6,6,255,255,6,5,5,254,255,6,5,6,5,254,6,5,6,6,5,6,254,5,254,6,5,6,6
