-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,330,3237,3238,3239,2989,2997,-1,2999,-1,-1,-1,-1,-1,1597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2988,2989,2990,-1,-1,-1,-1,-1,-1,-1,2988,2989,2990,-1,-1,-1,2539,-1,-1,-1,-1,-1,-1,-1,4282,-1,-1,-1,-1,-1,-1,579,86,-1,-1,-1,-1,-1,-1,-1,-1,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,330,2782,-1,3237,3238,3497,3247,3248,2989,2990,3237,2741,3239,-1,-1,-1,-1,-1,-1,3237,-1,3239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3237,3238,3239,-1,-1,-1,-1,14445,-1,-1,3237,3238,3239,-1,-1,-1,-1,-1,-1,2990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1598,-1,330,-1,-1,-1,-1,-1,2997,-1,2999,330,-1,2988,-1,2990,-1,-1,2997,-1,2999,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,330,-1,-1,49551,49552,49553,49554,3237,3238,3239,2989,2990,-1,3987,-1,3989,3246,-1,3248,-1,-1,-1,3246,-1,3248,-1,3237,-1,3239,-1,-1,3246,-1,3248,-1,-1,-1,-1,2988,2989,2990,-1,-1,-1,-1,-1,-1,-1,-1,2988,2989,2990,3246,-1,3248,-1,3237,-1,3239,-1,3989,3246,-1,3248,2789,-1,-1,3246,-1,3248,-1,330,-1,2988,-1,2990,2789,3246,-1,3248,579,86,3237,-1,3239,-1,2789,3246,-1,3248,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3099,3100,-1,-1,-1,-1,-1,-1,-1,579,86,-1,49800,49801,49802,49803,-1,-1,3237,-1,-1,-1,4236,-1,4238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,3246,-1,3248,-1,3237,3238,3239,-1,-1,-1,-1,-1,14445,-1,-1,3237,2988,2989,2990,-1,-1,-1,-1,-1,4236,-1,4238,-1,-1,-1,3246,-1,3248,-1,-1,-1,-1,330,-1,3237,-1,3239,-1,-1,-1,-1,-1,330,-1,-1,-1,-1,2988,-1,2990,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3348,3349,-1,-1,-1,-1,-1,-1,625,-1,330,-1,50049,50050,50051,50052,3283,-1,-1,3246,3247,3248,-1,-1,-1,-1,2990,3237,-1,3239,-1,-1,-1,3237,-1,3239,-1,-1,-1,-1,-1,-1,-1,-1,76,-1,2997,-1,-1,-1,-1,-1,14445,-1,-1,-1,-1,-1,-1,3237,3238,3239,2989,2990,3246,-1,3248,-1,-1,-1,-1,2990,-1,-1,-1,-1,-1,-1,-1,-1,330,-1,-1,-1,-1,3987,-1,3989,-1,-1,330,-1,2988,-1,2990,3237,-1,3239,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,330,-1,-1,11458,-1,-1,-1,-1,-1,3280,3285,2988,2989,2990,3237,-1,3239,-1,2999,-1,3237,-1,3239,-1,2540,-1,3989,-1,3246,-1,3248,3237,-1,3239,2988,2989,3246,3247,3248,-1,-1,-1,-1,-1,-1,14445,-1,-1,-1,-1,3534,3237,2997,2998,2999,-1,2739,-1,2788,3237,-1,3239,-1,-1,-1,3987,-1,3989,-1,-1,330,2988,2989,2990,-1,4236,-1,4238,-1,81,-1,-1,3237,-1,3239,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,579,86,-1,-1,-1,11458,-1,14445,-1,-1,-1,3237,3238,3239,-1,-1,3246,-1,3248,-1,2748,-1,-1,-1,4236,-1,4238,-1,-1,-1,2739,-1,2988,2989,3237,3238,3239,3534,-1,-1,-1,-1,-1,14445,-1,-1,-1,8009,8010,-1,-1,-1,3246,3247,3248,2989,2988,2989,2990,-1,-1,3246,-1,3248,-1,4236,-1,4238,71,-1,330,3237,3238,3239,-1,2990,-1,-1,81,-1,-1,-1,-1,-1,-1,-1,-1,2997,-1,2999
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3097,3098,-1,-1,-1,625,-1,579,580,580,86,-1,-1,14199,14194,-1,-1,-1,2988,2989,2990,-1,-1,76,-1,-1,2997,-1,-1,-1,-1,-1,-1,-1,2997,-1,2988,2989,3237,3238,3239,-1,-1,-1,-1,-1,-1,14445,-1,-1,-1,-1,-1,8258,8259,-1,-1,-1,-1,811,3237,3238,3488,3238,3239,2989,2990,-1,-1,1847,-1,-1,-1,-1,-1,-1,330,-1,-1,3237,-1,3239,-1,-1,330,-1,2988,-1,2990,-1,-1,-1,2540,3246,-1,3248
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3346,3347,-1,-1,-1,-1,625,-1,-1,-1,579,86,-1,-1,14199,-1,-1,-1,3237,3238,3239,-1,2999,-1,3237,-1,3497,-1,3248,-1,2739,-1,2988,2989,3246,3247,3500,3238,3239,50326,50327,50328,50329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8507,8508,49556,49557,49558,-1,1060,1061,-1,-1,-1,3237,3238,3239,2998,2999,-1,-1,-1,-1,-1,-1,81,584,-1,-1,-1,2988,2989,2990,81,1580,-1,3237,-1,3239,-1,2988,-1,2990,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,625,-1,330,-1,-1,14199,14194,-1,-1,3280,-1,3246,3247,3248,2989,2990,-1,2748,-1,2988,2989,2988,2989,3246,3238,3248,-1,-1,-1,-1,50575,50576,50577,50578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49804,49805,49806,49807,-1,-1,2781,-1,-1,-1,-1,2781,3246,3247,3248,2989,2990,3246,-1,3248,81,584,2988,-1,2990,3037,3237,3238,3239,330,-1,-1,-1,-1,-1,-1,3237,-1,3239,-1,2990,-1
